"","OR","p.value","adj.P.Val","setSize","numSig","ID","sigGenes"
"Stuttering",12.5414634146341,7.19084486641146e-13,7.31308922914045e-10,33,8,"MESH:D013342","BDNF;FOSB;GAD1;TAC1;RELN;HTR2C;SNAP25;CNTNAP2"
"Ocular Motility Disorders",4.36352382917268,9.81353637385184e-13,9.97055295583347e-10,262,25,"MESH:D015835","ANXA5;SERPINE2;NTRK2;ATF3;MAPK3;JUN;ASNS;HMGCS1;RGS2;BDNF;ACHE;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PDYN;GRIA3;EFNB3;NPTX2;SNAP25;AP2B1"
"Disorders of Excessive Somnolence",4.74496644295302,1.15386639530162e-12,1.17117439123114e-09,234,22,"MESH:D006970","APP;NEFH;NTRK2;ATF3;MAPK3;JUN;ASNS;HMGCS1;FOSL2;BDNF;ACHE;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PDYN;GRIA3;PCSK1N"
"Tremor",2.6468357736033,1.89544364128905e-12,1.92197985226709e-09,1075,63,"MESH:D014202","CHGB;ANXA5;RHOB;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;MTHFD2;EIF2AK3;CLDN1;NREP;NEFH;NTRK2;CD47;HTRA1;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;SNAP25;DPYSL2;ABAT;RASGRP1;NRN1;PRKACB;MAP4;MEF2C;PC;GDF10;GABBR2;GRIA4;KCNJ6"
"Epilepsy",3.49570941858244,1.92568631421135e-12,1.9507202362961e-09,451,35,"MESH:D004827","ANXA5;TGFB3;APP;LPL;NTRK2;LAMB1;CALB1;GPX3;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;NPTX2;ABAT;SPARCL1;MEF2C;PCDH19;CNTNAP2;GPR83"
"Disseminated Intravascular Coagulation",2.63294007587963,2.52681601076762e-12,2.55713780289683e-09,1080,63,"MESH:D004211","SLC27A2;ANXA5;IFRD1;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;NRG1;ERBB4;NEFH;NTRK2;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;GRIA3;EFNB3;NPTX2;ABAT;PTN;RASGRP1;GUCY1A3;DDAH1;TUBB2A;ADCY1;SYT1;RGS17;ST3GAL6;L1CAM;SLC24A3;DTNA;SLIT1;TMEM44"
"Hypotension",2.41015612679388,4.49714752968498e-12,4.54661615251151e-09,1515,78,"MESH:D007022","ANXA5;IFRD1;TGFB3;SERPINE2;RHOB;FAM129A;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;ERBB4;NREP;ARHGAP5;NEFH;NTRK2;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;SNAP25;ABAT;NRN1;GUCY1A3;ADCYAP1;MEF2C;PTPRD;CLIC4;EFHD2;SYT1;GPM6A;BTBD11;PNOC;ATP1A3;KCNK2;ADRA1D;KCNA4;KCNJ6"
"Embryo Loss",2.18149664319633,5.40142912778407e-12,5.45544341906191e-09,2242,108,"MESH:D020964","NDNF;PCDH17;SLC27A2;ANXA5;IFRD1;DUSP5;TCF4;RHOB;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;NEFH;NTRK2;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;DOK4;GRIA1;CNR1;FOSB;GAD1;TAC1;GRIA3;EFNB3;NPTX2;HIVEP1;CARS;ABAT;PTN;RASGRP1;GUCY1A3;PRKACB;ADCYAP1;IQGAP2;FRZB;PRSS23;ETV5;SPARCL1;SCPEP1;GPT2;TUBB2B;PDZD2;SLC4A8;CREB3;MOXD1;ZEB2;IFIT3;MEF2C;CLIC4;FAM65B;ADCY1;STAMBPL1;ELMO1;NETO2;GNB4;IRF6;ST3GAL6;ALPK2;ADARB1;ADCYAP1R1;OXR1;RSPO3;GFPT2;TMTC1;USP25;C1QTNF4;MAP6;GABBR2;GRIA4;PAQR8;PYGO1;THSD4;SYT11;STXBP2;VSTM2A;PCDH8;SLIT1;STMN2;MTRR;DLGAP1;KIRREL3"
"Neuroleptic Malignant Syndrome",7.88144963144963,1.11700522942416e-11,1.12705827648898e-08,69,11,"MESH:D009459","MAPK3;HMGCS1;FOSL2;BDNF;ACHE;FOSB;GAD1;TAC1;RELN;HTR2C;AP2B1"
"Myoclonus",3.88235294117647,1.29107837831458e-11,1.30140700534109e-08,319,27,"MESH:D009207","APP;EIF2AK3;NTRK2;BCL2L11;SPP1;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;VGF;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;KCNJ6"
"Vasculitis",2.94855918075732,2.02713165788594e-11,2.04132157949114e-08,685,44,"MESH:D014657","ANXA5;IFRD1;SFRP2;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;LGALS1;CLDN1;DUSP10;NTRK2;CALB1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;VGF;CARTPT;CNR1;FOSB;GAD1;TAC1;PDYN;EFNB3;DPYSL2;PTN;GUCY1A3;CLIC4;FAM65B;SLIT1"
"Paresthesia",2.47997237569061,2.41417237634183e-11,2.42865741059988e-08,1214,66,"MESH:D010292","SLC27A2;ANXA5;SERPINE2;FAM129A;XDH;APP;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;DUSP10;ERBB4;NREP;ARHGAP5;NTRK2;CD47;HTRA1;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;VGF;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PDYN;EFNB3;PRMT2;PRKACB;PTPRD;PFKP;MATN2;ELMO1;RGS17;ST3GAL6;ALPK2;PAQR8;GPR176;TYRO3;ATP1A3;SLIT1;KCNJ6"
"Restless Legs Syndrome",15.6104368932039,2.58724597472112e-11,2.60018220459473e-08,33,6,"MESH:D012148","MAPK3;HMGCS1;BDNF;HTR2C;PTPRD;KCNJ6"
"Pulmonary Edema",2.1745367987648,2.76190525170874e-11,2.77295287271558e-08,2166,99,"MESH:D011654","SPOCK2;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;ABAT;PTN;NRN1;GUCY1A3;PRKACB;PAK3;DDAH1;ETV5;TUBB2A;ETS1;IFIT3;MEF2C;PC;PFKP;MATN2;CLIC4;EFHD2;NR4A3;GDF10;SYT1;GPM6A;BTBD11;SLC7A1;IRF6;ST3GAL6;MAPK6;TYRO3;PNOC;ADRA1D;KCNA4;SYT11;RPH3A"
"Dyspnea",2.53063796912484,2.84586500398165e-11,2.85440259899359e-08,1119,62,"MESH:D004417","FRAS1;SLC27A2;DUSP5;SERPINE2;TCF4;XDH;APP;LPL;CXCR4;TIMP3;IGFBP4;MTHFD2;EIF2AK3;GFRA1;NRG1;DUSP10;ERBB4;WT1;NEFH;NTRK2;HTRA1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;GRIA3;EFNB3;NPTX2;SNAP25;DPYSL2;PTN;PRKACB;PFKP;RGS17;NETO2;GPM6A;ST3GAL6"
"Hyperkinesis",2.17299243479565,2.88342699161216e-11,2.88919384559538e-08,2045,99,"MESH:D006948","FAT1;ANXA5;IFRD1;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;ERBB4;NREP;ARHGAP5;NEFH;NTRK2;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;NPTX2;SNAP25;DPYSL2;ABAT;NRN1;PRKACB;ADCYAP1;EIF4G2;SPARCL1;CAMK2G;TUBB2A;LRP1;PTPRE;MEF2C;CLIC4;ADCY1;STAMBPL1;SYT1;BCR;GNB4;L1CAM;TMTC4;RSPO3;NTRK3;HAP1;CLSTN1;C1QTNF4;MAP6;GABBR2;GRIA4;ATP1A3;SLC6A1;ADRA1D;KCNJ4;PCSK1N;SHC3;KCNIP3;KCNJ6;CNTNAP2;GPR83"
"Delirium",3.13492462311558,3.17455929609036e-11,3.17773385538645e-08,550,38,"MESH:D003693","APP;EIF2AK3;NREP;NEFH;NTRK2;CALB1;PTGS1;BCL2L11;ATF3;GPX3;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;VGF;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;NPTX2;DPYSL2;NRN1;PRKACB;KCNA4;PCSK1N;KCNJ6"
"Respiratory Insufficiency",3.00972984468876,3.63137109236243e-11,3.63137109236243e-08,593,41,"MESH:D012131","SLC27A2;FAT1;IFRD1;APP;LPL;EIF2AK3;CLDN1;DUSP10;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;PTGS1;BCL2L11;ATF3;SPP1;GPX3;MAPK3;JUN;ASNS;HMGCS1;FOSL2;BDNF;ACHE;GRIA1;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;HLF;EFHD2;HAP1"
"Brain Injuries",2.27391894283523,4.00138929811485e-11,3.99738790881673e-08,1645,83,"MESH:D001930","ASTN1;GALNT16;SLC27A2;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;NREP;ARHGAP5;NEFH;NTRK2;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;DOK4;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;GRIA3;ABAT;RASGRP1;GUCY1A3;ADCYAP1;DDAH1;TUBB2B;TUBB2A;IFIT3;MEF2C;CLIC4;NR4A3;LRIG1;FAM65B;STAMBPL1;THBS2;RSPO3;CLSTN1;PNOC;ATP1A3;KCNK2;SLC6A1"
"Depressive Disorder",1.91123707865789,6.11489644681458e-11,6.10266665392095e-08,5242,197,"MESH:D003866","DPY19L3;INF2;GALNT16;DPP6;NETO1;FEZ1;ARHGAP15;ICAM5;CHGB;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;NPTX2;SNAP25;PHKA2;PRMT2;HIVEP1;GNG4;ABAT;PTN;RASGRP1;NRN1;GUCY1A3;PRKACB;ADCYAP1;IQGAP2;HLF;CIT;FRZB;DDAH1;PRSS23;ENAH;ETV5;SPARCL1;SCPEP1;ADCY2;GPCPD1;MCC;PEA15;SMARCA2;CAMK2G;GPT2;CYFIP2;GBE1;TUBB2B;PDZD2;RAB27B;KRT80;ARHGAP26;ZEB2;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;ZWINT;PFKP;MATN2;CLIC4;SYNJ2;LRIG1;FAM65B;HSD17B12;GDF10;ADCY1;STAMBPL1;RGS17;GPM6A;BCR;THBS2;GNB4;IRF6;ST3GAL6;L1CAM;TMEM106B;CALN1;SDC3;SLC24A3;TMTC1;AP2B1;NTRK3;HR;PEG3;CLSTN1;KLF12;DTNA;MFAP3L;GNAL;CRHR2;PTPRU;OPCML;C1QTNF4;MAP6;GABBR2;GRIA4;PYGO1;THSD4;GPR176;ATP1A3;KCNK2;GPR137C;LYPD6;CREG2;ST8SIA2;SLC6A1;ADRA1D;PCSK1N;ST6GALNAC5;PCDH8;SLIT1;MTRR;KCNIP3;KCNJ6;STAC2;DPP10;RIMS1;GPRIN3;DISP2;TLL1;CNNM3;LANCL3;DIRAS2;FAT3;GPR83;TMEM229B"
"Chest Pain",3.10885658523454,7.85295014435397e-11,7.82939129392091e-08,536,37,"MESH:D002637","TCF4;FAM129A;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;NEFH;NUDT4;CALB1;PTGS1;BCL2L11;ATF3;SPP1;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACE;CNR1;FOSB;GAD1;TAC1;RELN;PVALB;PDYN;GRIA3;EFNB3;DPYSL2;GPM6A;ADRA1D"
"Tic Disorders",5.53508569450055,9.09706138874252e-11,9.06067314318755e-08,122,15,"MESH:D013981","NTRK2;MAPK3;JUN;ASNS;HMGCS1;BDNF;GRIA1;GRIN2B;FOSB;GAD1;RELN;HTR2C;EFNB3;NPTX2;PCSK1N"
"Torticollis",14.4085138162808,1.12325613364334e-10,1.11763985297513e-07,24,6,"MESH:D014103","HMGCS1;BDNF;FOSB;GAD1;HTR2C;SNAP25"
"Fatigue",2.30960759788853,1.26378823926526e-10,1.25620550982967e-07,1484,74,"MESH:D005221","SLC27A2;ANXA5;IFRD1;TGFB3;SERPINE2;TCF4;RHOB;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;DUSP10;ERBB4;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;VGF;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;GRIA3;EFNB3;NPTX2;SNAP25;CARS;PRKACB;SPARCL1;MAP4;MEF2C;ZWINT;RGS17;BCR;AP2B1;HDAC9;ADRA1D;PCSK1"
"Hypokinesia",2.88447473404255,1.37399402321803e-10,1.3643760650555e-07,620,42,"MESH:D018476","PPP1CC;ANXA5;APP;LPL;TIMP3;EIF2AK3;ERBB4;NREP;NTRK2;HTRA1;LAMB1;CALB1;PTGS1;ATF3;SPP1;MAPK9;ATF4;MAPK3;JUN;HMGCS1;RGS2;FOSL2;BDNF;ACHE;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;EFNB3;NPTX2;SNAP25;NR4A3;ADCY1;PCSK1N"
"Dizziness",2.34786519142004,1.41459587986749e-10,1.40327911282855e-07,1354,70,"MESH:D004244","SLC27A2;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;MTHFD2;LGALS1;EIF2AK3;NRG1;DUSP10;NREP;NEFH;NTRK2;CD47;HTRA1;LAMB1;CALB1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;VGF;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;NPTX2;SNAP25;DPYSL2;PRKACB;ADCYAP1;TUBB2B;TUBB2A;CLIC4;GDF10;GPM6A;ADRA1D;KCNJ6"
"Cardiomegaly",2.0862111298872,1.54311379100809e-10,1.52922576688902e-07,2341,104,"MESH:D006332","SEMA7A;SLC27A2;ANXA5;IFRD1;DUSP5;TGFB3;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NTRK2;HTRA1;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;VGF;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PDYN;GRIA3;EFNB3;DPYSL2;ABAT;NRN1;PRKACB;EIF4G2;FRZB;ENAH;ADCY2;GPCPD1;PEA15;GPT2;TUBB2B;PDZD2;TUBB2A;MAP4;ETS1;LRP1;MEF2C;PC;PTPRD;ZWINT;PFKP;CLIC4;EFHD2;HSD17B12;GDF10;NETO2;RNF144B;THBS2;GNB4;BTBD11;L1CAM;ADCYAP1R1;C1QTNF4;TRPC6;GPR176;ATP1A3;KCNK2;ADRA1D;KCNJ4;KCNJ6;AKAP5"
"Paresis",3.4672687086768,1.76971322549456e-10,1.75201609323961e-07,380,29,"MESH:D010291","XDH;APP;CXCR4;NUDT4;CALB1;ABCA1;ATF3;SPP1;MAPK9;MAPK3;JUN;HMGCS1;RGS2;FOSL2;BDNF;ACHE;DOK4;VGF;CNR1;FOSB;GAD1;TAC1;RELN;PDYN;EFNB3;NRN1;GPM6A;ST3GAL6;SLC44A5"
"Learning Disorders",2.05179898342762,1.89641478210894e-10,1.87555421950574e-07,9705,313,"MESH:D007859","MAST2;ATP13A3;TTC39B;WDR6;NRSN1;LRRC23;UFD1L;DCAF7;KLHL13;INF2;STMN3;FRAS1;SEMA7A;PTPRT;ASTN1;OLFM3;NDNF;PCDH17;GALNT16;KCNC1;DPP6;NETO1;FEZ1;HABP4;ARHGAP15;ICAM5;CHGB;POU3F3;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;NPTX2;SNAP25;PHKA2;PRMT2;HIVEP1;CARS;GNG4;DPYSL2;ABAT;PTN;RASGRP1;NRN1;GUCY1A3;PRKACB;ADCYAP1;EIF4G2;ROBO1;IQGAP2;HLF;CIT;PAK3;FRZB;DDAH1;PRSS23;ENAH;ETV5;SPARCL1;SCPEP1;ADCY2;GPCPD1;MCC;PEA15;SMARCA2;CAMK2G;PSME1;GPT2;CYFIP2;GBE1;RAB3B;SPRY2;TUBB2B;PDZD2;SLC4A8;CREB3;MOXD1;RAB27B;KRT80;NUP62CL;ARHGAP26;ZEB2;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;ZWINT;PFKP;MATN2;CLIC4;EFHD2;NR4A3;SYNJ2;LRIG1;FAM65B;HSD17B12;GDF10;ADCY1;STAMBPL1;SYT1;ELMO1;RGS17;NETO2;GPM6A;RNF144B;BCR;THBS2;GNB4;BTBD11;SLC7A1;IRF6;ST3GAL6;ALPK2;L1CAM;MAPK6;ADARB1;SPRY4;ADCYAP1R1;TCP11L2;SYNGR3;FAM84A;HIP1;CLSTN3;OXR1;LAPTM4B;ZNRF1;TMTC4;RSPO3;TMEM106B;GFPT2;COL16A1;SSBP3;CALN1;SCN3B;CHRNA6;SDC3;SLC24A3;TMTC1;USP25;UBASH3B;AP2B1;NTRK3;HR;HAP1;CLSTN1;ASAP1;KLF12;DTNA;MFAP3L;GNAL;CRHR2;LURAP1L;NECAB1;PTPRU;OPCML;C1QTNF4;MAP6;GABBR2;GRIA4;PAQR8;TRPC6;FAM84B;PYGO1;THSD4;GPR176;TYRO3;PNOC;ATP1A3;KCNK2;VWA5A;HDAC9;GPR137C;CREG2;ST8SIA2;SLC6A1;ADRA1D;KCNJ4;KCNA4;SYT11;PCSK1N;ST6GALNAC5;MAN1C1;PCSK1;SHC3;DCC;VSTM2A;CPNE4;PCDH8;PCDH19;SLIT1;ALK;MAN2A2;STMN2;MTRR;MYH8;TTYH1;RPH3A;KIRREL3;KCNIP3;SLC2A13;KCNJ6;IL1RAPL2;AKAP5;TMEM44;FIBCD1;STAC2;SYT6;SLCO1C1;LRRN2;DLGAP2;GXYLT2;ZCCHC12;PCDH1;TNR;TMEM132D;DPP10;SRRM4;RIT2;SV2C;PLCXD3;KCNMB2;RIMS1;SLC35F3;GPRIN3;DISP2;TLL1;CNNM3;LANCL3;DIRAS2;FAT3;DLG2;CNTNAP2;GPR83;CA7;TMEM229B;VWC2L;TSSK6;ZNF195;MCTP2;KCNIP2;SLITRK1"
"Status Epilepticus",2.39693175917062,2.41136069381138e-10,2.38242436548565e-07,1176,64,"MESH:D013226","SLC27A2;ANXA5;IFRD1;DUSP5;TGFB3;XDH;APP;LPL;TGFBR2;MTHFD2;LGALS1;EIF2AK3;NRG1;NREP;NEFH;NTRK2;CD47;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;AGTR1;VGF;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;GRIA3;GNG4;ABAT;ADCYAP1;SPARCL1;ZEB2;MEF2C;CLIC4;GDF10;RGS17;BCR;NTRK3;GABBR2;SLC6A1;PCSK1N;KCNJ6"
"Reflex, Abnormal",2.15030048378727,2.42450122474026e-10,2.39298270881864e-07,2063,90,"MESH:D012021","IFRD1;APP;LPL;CXCR4;GFRA1;NRG1;CLDN1;NEFH;NTRK2;HTRA1;NUDT4;CALB1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;AGTR1;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;HTR2C;PVALB;PDYN;GRIA3;EFNB3;SNAP25;HIVEP1;ABAT;RASGRP1;ADCYAP1;PRSS23;TUBB2B;ARHGAP26;PFKP;GNB4;SLC7A1;KLF12;DTNA;MFAP3L;GNAL;CRHR2;LURAP1L;NECAB1;PTPRU;OPCML;C1QTNF4;MAP6;GABBR2;GRIA4;GPR137C;ST8SIA2;PCSK1N;DPP10;PLEKHD1;SRRM4;RIT2;SV2C;PLCXD3;KCNMB2;RIMS1;SLC35F3;GPRIN3;DISP2;TLL1;CNNM3;LANCL3;DIRAS2;FAT3;ZNF274;DLG2;CNTNAP2;CA7;TMEM229B;VWC2L"
"Erectile Dysfunction",2.82933037462472,3.08311696380629e-10,3.039953326313e-07,680,42,"MESH:D007172","SLC27A2;XDH;APP;LPL;CXCR4;TIMP3;IGFBP4;EIF2AK3;DUSP10;NTRK2;HTRA1;NUDT4;BCL2L11;ATF3;SPP1;MAPK9;MAPK3;JUN;ASNS;HMGCS1;RGS2;BDNF;CARTPT;GRIA1;GRIN2B;FOSB;GAD1;TAC1;RELN;HTR2C;PDYN;GRIA3;EFNB3;NPTX2;SNAP25;MEF2C;HSD17B12;ST3GAL6;AP2B1;SYT11;PCSK1N;KCNJ6"
